Company,Product,Cpu,Ram,Memory,Gpu,Price_euros,Age_years,Condition_10,Battery_Health_%
Dell,Latitude 5580,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Nvidia GeForce 930MX,1537.39,5,7,65
Dell,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,295.0,6,6,58
MSI,GT80S 6QE,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,2349.0,4,8,72
HP,Omen 17-AN010nv,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1498.0,5,7,65
Lenovo,Thinkpad T460s,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,Intel HD Graphics 520,1673.0,5,7,65
Lenovo,Ideapad 320-15IKBR,Intel Core i7 8550U 1.8GHz,12GB,1TB HDD,Intel HD Graphics 620,609.0,6,6,58
Asus,ROG Strix,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1770.0,5,7,65
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 520,739.0,6,6,58
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,12GB,512GB SSD,AMD Radeon 530,949.0,5,7,65
Dell,Inspiron 3179,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,Intel HD Graphics 615,603.0,6,6,58
Samsung,Notebook Odyssey,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1699.0,5,7,65
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,529.0,6,6,58
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6100U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,459.0,6,6,58
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,2025.0,4,8,72
Lenovo,Thinkpad T470p,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Intel HD Graphics 630,1474.0,5,7,65
Dell,Latitude 5289,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1670.0,5,7,65
Dell,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M620,1763.0,5,7,65
HP,EliteBook 850,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1219.0,5,7,65
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,668.48,6,6,58
Acer,Aspire 1,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,329.0,6,6,58
MSI,Laptop MSI,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,2199.0,4,8,72
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M420,465.0,6,6,58
MSI,GS63VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,2299.0,4,8,72
Toshiba,Tecra Z50-C-144,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1399.0,5,7,65
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,564.0,6,6,58
Lenovo,Yoga 720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 630,1299.0,5,7,65
Acer,Swift SF114-31-P5HY,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,Intel HD Graphics 405,349.0,6,6,58
Lenovo,Thinkpad P51,Intel Xeon E3-1535M v6 3.1GHz,32GB,1TB SSD,Nvidia Quadro M2200M,4899.0,2,9,86
Dell,Inspiron 7559,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 960<U+039C>,879.01,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,443.9,6,6,58
Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,359.0,6,6,58
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,869.0,5,7,65
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1168.0,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,AMD Radeon R5 M420,569.0,6,6,58
HP,EliteBook 850,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,1389.0,5,7,65
MSI,GT62VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2267.86,4,8,72
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,Intel Celeron Quad Core N3160 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,379.0,6,6,58
HP,ProBook 650,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,1124.0,5,7,65
Lenovo,ThinkPad T470,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1465.0,5,7,65
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,AMD Radeon 530,776.0,5,7,65
Fujitsu,LifeBook A557,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,799.0,5,7,65
HP,EliteBook 850,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,932.0,5,7,65
Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX,899.0,5,7,65
Mediacom,SmartBook 140,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics,239.0,6,6,58
Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,468.0,6,6,58
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,639.01,6,6,58
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,1820.0,5,7,65
Asus,ZenBook 3,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,1900.0,5,7,65
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1479.0,5,7,65
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,829.0,5,7,65
Lenovo,Ideapad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,579.0,6,6,58
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,8GB,1TB HDD,Intel HD Graphics 500,399.0,6,6,58
Asus,VivoBook Pro,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,906.62,5,7,65
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,1869.0,5,7,65
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,249.0,6,6,58
Lenovo,Thinkpad Yoga,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1757.42,5,7,65
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,2399.0,4,8,72
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,1109.0,5,7,65
HP,17-AK091ND (A9-9420/8GB/1TB/W10),AMD A9-Series 9420 3GHz,8GB,1TB HDD,AMD Radeon R5,520.9,6,6,58
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2450.0,4,8,72
Asus,ROG GL553VE-FY022,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,1169.0,5,7,65
Acer,Extensa EX2540,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,450.0,6,6,58
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics,274.0,6,6,58
Acer,Swift 3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel Graphics 620,919.0,5,7,65
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1060,2599.0,4,8,72
Toshiba,Portege Z30-C-16J,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1213.0,5,7,65
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1584.0,5,7,65
Asus,ROG G701VI,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,2799.0,4,8,72
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,709.0,6,6,58
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,1449.9,5,7,65
MSI,GL62M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1191.8,5,7,65
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,364.9,6,6,58
Toshiba,Tecra A50-D-11M,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,1064.0,5,7,65
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,919.0,5,7,65
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,1135.0,5,7,65
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,1196.0,5,7,65
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3147.37,3,8,79
Dell,Latitude E7470,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1229.0,5,7,65
Lenovo,Ideapad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,419.0,6,6,58
Lenovo,IdeaPad 320-15ISK,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,535.0,6,6,58
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Intel Core i3 6006U 2GHz,6GB,1TB HDD,AMD Radeon R5 M430,539.0,6,6,58
MSI,GP72VR Leopard,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1486.77,5,7,65
Toshiba,Satellite Pro,Intel Core i3 6100U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 520,498.0,6,6,58
Dell,Latitude 3580,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,955.0,5,7,65
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon 530,745.0,6,6,58
Toshiba,Tecra Z50-D-10E,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1258.0,5,7,65
Acer,Aspire 3,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,412.0,6,6,58
Microsoft,Surface Laptop,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,1867.85,5,7,65
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,817.95,5,7,65
Lenovo,Yoga 720-13IKB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1034.0,5,7,65
Lenovo,IdeaPad 320-15AST,AMD E-Series E2-9000 2.2GHz,4GB,128GB SSD,AMD Radeon R2 Graphics,349.0,6,6,58
HP,Pavilion X360,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Nvidia GeForce 940MX,699.0,6,6,58
MSI,GP62 7RDX,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1294.0,5,7,65
Asus,Zenbook 3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1135.0,5,7,65
HP,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,Intel HD Graphics 500,495.0,6,6,58
LG,Gram 15Z975,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel HD Graphics 620,2299.0,4,8,72
Acer,Aspire VX5-591G,Intel Core i5 7300HQ 2.5GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,1299.0,5,7,65
MSI,GV62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,997.9,5,7,65
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,419.0,6,6,58
Dell,Alienware 15,Intel Core i5 7300HQ 2.5GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2051.0,4,8,72
HP,17-bs000nv I3,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 520,699.0,6,6,58
Lenovo,Yoga 730,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,1499.0,5,7,65
Dell,Alienware 15,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2813.75,4,8,72
HP,250 G6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon 520,612.61,6,6,58
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,545.67,6,6,58
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,AMD A10-Series 9600P 2.4GHz,6GB,2TB HDD,AMD Radeon R7 M440,569.0,6,6,58
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Intel Celeron Dual Core 3855U 1.6GHz,4GB,500GB HDD,Intel HD Graphics 510,318.0,6,6,58
Acer,Chromebook 14,Intel Celeron Dual Core 3855U 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 510,375.0,6,6,58
Lenovo,IdeaPad 520s-14IKB,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,699.0,6,6,58
HP,ZBook 17,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,Nvidia Quadro M1200,1907.99,5,7,65
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,2590.0,4,8,72
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,973.0,5,7,65
Acer,TravelMate B117-M,Intel Celeron Dual Core N3050 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics,269.0,6,6,58
Lenovo,Yoga 910-13IKB,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,1749.0,5,7,65
Asus,Chromebook Flip,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,Intel HD Graphics 515,669.0,6,6,58
Toshiba,Portege Z30T-C-133,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1877.0,5,7,65
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,AMD Radeon 530,689.0,6,6,58
Dell,Inspiron 5577,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,819.0,5,7,65
Lenovo,IdeaPad 320-15AST,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,AMD Radeon 530,399.0,6,6,58
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,AMD Radeon R7,429.0,6,6,58
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,Intel HD Graphics 620,621.45,6,6,58
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,450.0,6,6,58
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,795.0,5,7,65
Acer,Spin 5,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,999.0,5,7,65
Lenovo,ThinkPad P51s,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia Quadro M520M,1855.0,5,7,65
Lenovo,Thinkpad T460p,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1191.0,5,7,65
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,AMD A10-Series 9620P 2.5GHz,6GB,2TB HDD,AMD Radeon 530,655.01,6,6,58
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1249.0,5,7,65
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1089.0,5,7,65
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,726.0,6,6,58
Asus,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,298.0,6,6,58
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 620,1426.66,5,7,65
Lenovo,Thinkpad E470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX,857.07,5,7,65
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,1179.0,5,7,65
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),AMD A6-Series 7310 2GHz,4GB,500GB HDD,AMD Radeon R4,298.0,6,6,58
Mediacom,Smartbook 142,Intel Atom Z8350 1.92GHz,4GB,32GB HDD,Intel HD Graphics 400,265.0,6,6,58
HP,ProBook 470,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1200.0,5,7,65
Lenovo,ThinkPad X1,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,1686.64,5,7,65
HP,Pavilion X360,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,836.6,5,7,65
Lenovo,ThinkPad T470s,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1499.0,5,7,65
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3659.4,3,8,79
MSI,GL72M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1348.48,5,7,65
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,489.9,6,6,58
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,719.0,6,6,58
Dell,Inspiron 5378,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,649.0,6,6,58
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,589.52,6,6,58
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon 520,489.0,6,6,58
Acer,Predator 17,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1935.0,5,7,65
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Intel HD Graphics 620,649.0,6,6,58
HP,15-BW091ND (A9-9420/6GB/1TB,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,AMD Radeon 520,650.0,6,6,58
Acer,Extensa EX2540-58KR,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,559.0,6,6,58
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,960.0,5,7,65
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Intel HD Graphics 620,779.0,5,7,65
HP,ZBook 15,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia Quadro M2200,2419.0,4,8,72
Dell,Inspiron 5379,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,659.0,6,6,58
MSI,GS63VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2094.48,4,8,72
Acer,Aspire ES1-572,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,410.8,6,6,58
Dell,Inspiron 7560,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,1207.0,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,665.0,6,6,58
Toshiba,Tecra X40-D-10G,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1535.0,5,7,65
Lenovo,Flex 5,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,999.0,5,7,65
Lenovo,Thinkpad P51s,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,Nvidia Quadro M520M,3299.0,3,8,79
Acer,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,330.0,6,6,58
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,1649.0,5,7,65
HP,250 G6,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,539.0,6,6,58
Dell,Latitude 5480,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1126.71,5,7,65
HP,Zbook 17,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,Nvidia Quadro M2000M,4389.0,2,9,86
Lenovo,N23 (N3060/4GB/128GB/W10),Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,475.0,6,6,58
HP,EliteBook 850,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1900.0,5,7,65
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,579.0,6,6,58
Lenovo,Thinkpad T460,Intel Core i5 6200U 2.3GHz,4GB,180GB SSD,Intel HD Graphics 520,1096.0,5,7,65
Asus,Pro P2540UA-XO0192R,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,849.9,5,7,65
Lenovo,Yoga 900-13ISK,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel HD Graphics 540,1199.0,5,7,65
HP,15-cb003na (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1099.0,5,7,65
HP,ZBook 15,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,1561.0,5,7,65
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2868.99,4,8,72
Acer,Aspire 3,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,599.0,6,6,58
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1048.0,5,7,65
Dell,Latitude 7280,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,Intel HD Graphics 620,1859.0,5,7,65
Google,Pixelbook (Core,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,1559.0,5,7,65
Asus,Zenbook UX330UA-AH5Q,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1129.0,5,7,65
Dell,Latitude 3380,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,849.0,5,7,65
Acer,TravelMate P238-M,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,655.0,6,6,58
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Nvidia GeForce 920MX,470.34,6,6,58
Dell,Inspiron 7559,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1099.0,5,7,65
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1599.0,5,7,65
Acer,Aspire A315-31,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,298.0,6,6,58
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,1181.27,5,7,65
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon 540,1799.0,5,7,65
Toshiba,Tecra A40-C-1E5,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1020.0,5,7,65
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,1099.0,5,7,65
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,1244.0,5,7,65
